Locus-name_V1_12X,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
VIT_05s0124g00420,No hit,,,,
VIT_05s0124g00430,No hit,,,,
VIT_05s0124g00440,Ribonuclease H,,,,
VIT_05s0124g00450,Unknown protein,,,,
VIT_05s0124g00460,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00470,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_05s0124g00480,2-hydroxyacyl-CoA lyase 1,K12261,,vv44146Peroxisome,
VIT_05s0124g00490,Oxalyl-CoA decarboxylase,E4_1_1_8,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
VIT_05s0124g00500,Protein kinase CRK1 CRK1 protein(Cdc2-related kinase 1),,,,
VIT_05s0124g00500_2,Unknown protein,,,,
VIT_05s0124g00510,Oxalyl-CoA decarboxylase [Vitis vinifera],E4_1_1_8,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
VIT_05s0124g00520,No hit,,,,
VIT_05s0124g00530,Ankyrin protein kinase,,,,
VIT_05s0124g00540,EMB1674,EMB1674_2,,vv60087Orphans_KIP1_SANTA,
VIT_05s0124g00550,Unknown protein,,,,
VIT_05s0124g00560,UDP-galactose transporter 6,UTR6,,vv50122Porters_cat_7_to_17,
VIT_05s0124g00570,Retrovirus Pol polyprotein,,,,
VIT_05s0124g00580,Unknown protein,,,,
VIT_05s0124g00590,No hit,,,,
VIT_05s0124g00600,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00610,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00620,Subtilase family protein,,,,
VIT_05s0124g00630,Subtilisin serine protease,,,,
VIT_05s0124g00640,Unknown protein,,,,
VIT_05s0124g00650,Excess microsporocytes1 EMS1,,,,
VIT_05s0124g00660,No hit,,,,
VIT_05s0124g00670,Ankyrin repeat protein,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00680,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00690,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0124g00700,Retrovirus Pol polyprotein,,,,
VIT_05s0124g00710,No hit,,,,
VIT_05s0124g00720,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0136g00010,No hit,,,,
VIT_05s0136g00020,Retroelement,,,,
VIT_05s0136g00030,Transposon,,,,
VIT_05s0136g00040,No hit,,,,
VIT_05s0136g00050,Retrovirus Pol polyprotein,,,,
VIT_05s0136g00060,Retrovirus Pol polyprotein,,,,
VIT_05s0136g00070,No hit,,,,
VIT_05s0136g00080,No hit,,,,
VIT_05s0136g00090,No hit,,,,
VIT_05s0136g00100,Maturase,,,,
VIT_05s0136g00110,No hit,,,,
VIT_05s0136g00120,Retrovirus Pol polyprotein,,,,
VIT_05s0136g00130,Ubiquinone biosynthesis monooxygenase Coq6,K06126,,vv10130Ubiquinone_biosynthesis,
VIT_05s0136g00140,AarF domain containing kinase,K08869,,,
VIT_05s0136g00150,Unknown,,,,
VIT_05s0136g00160,Transposon,,,,
VIT_05s0136g00170,No hit,,,,
VIT_05s0136g00180,Transposon,,,,
VIT_05s0136g00190,PHD finger transcription factor,PHDFG_35,,vv60048PHD,
VIT_05s0136g00200,No hit,,,,
VIT_05s0136g00210,Kafirin cluster,,,,
VIT_05s0136g00220,Retrovirus Pol polyprotein,,,,
VIT_05s0136g00230,No hit,,,,
VIT_05s0136g00240,Ankyrin repeat protein,,,,
VIT_05s0136g00250,No hit,,,,
VIT_05s0136g00260,Chalcone synthase,E2_3_1_74,,vv10941Flavonoid_biosynthesis,
VIT_05s0136g00270,No hit,,,,
VIT_05s0136g00280,No hit,,,,
VIT_05s0136g00290,VAMP726 (VESICLE-associated membrane protein),K08511,,vv24130SNARE_interactions_in_vesicular_transport,vv50101Channels_and_pores
VIT_05s0136g00300,No hit,,,,
VIT_05s0136g00310,Pectinesterase family,E3_1_1_11,,vv40006Cell_wall,
VIT_05s0136g00320,Unknown protein,,,,
VIT_05s0136g00330,WNK kinase 6,,,,
VIT_05s0136g00340,WNK kinase 6,,,,
VIT_05s0136g00350,Retroelement,,,,
VIT_05s0136g00360,No hit,,,,
VIT_05s0136g00370,No hit,,,,
VIT_05s0136g00380,Unknown protein,,,,
VIT_05s0136g00390,Unknown protein,,,,
VIT_05s0136g00400,Retrovirus Pol polyprotein,,,,
VIT_05s0165g00010,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00020,Ankyrin repeat,K10380,,,
VIT_05s0165g00030,LTR retrotransposon,,,,
VIT_05s0165g00040,Retrovirus Pol polyprotein,,,,
VIT_05s0165g00050,No hit,,,,
VIT_05s0165g00060,Ankyrin repeat family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00070,No hit,,,,
VIT_05s0165g00080,No hit,,,,
VIT_05s0165g00090,GAG-POL precursor [Vitis vinifera],,,,
VIT_05s0165g00100,Elongation factor 1-alpha,K03231,,vv23013RNA_transport,
VIT_05s0165g00110,Transposon,,,,
VIT_05s0165g00120,No hit,,,,
VIT_05s0165g00130,Ankyrin repeat family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00140,Ankyrin repeat family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00150,No hit,,,,
VIT_05s0165g00160,Ankyrin repeat,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00170,No hit,,,,
VIT_05s0165g00180,No hit,,,,
VIT_05s0165g00190,Gag and Pol,,,,
VIT_05s0165g00200,Unknown protein,,,,
VIT_05s0165g00210,Unknown protein,,,,
VIT_05s0165g00220,Protein binding protein,,,,
VIT_05s0165g00230,SAR1 (secretion-associated ras),K07953,,vv24141Protein_processing_in_endoplasmic_reticulum,vv50110Protein_coat
VIT_05s0165g00240,No hit,,,,
VIT_05s0165g00250,No hit,,,,
VIT_05s0165g00260,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00270,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_05s0165g00280,No hit,,,,
VIT_05s0165g00290,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_06s0004g00010,Solute carrier family 25 member 17 (PMP36),K13354,,vv44146Peroxisome,
VIT_06s0004g00020,NAC domain containing protein 32,NAC032,VvNAC44,vv60046NAC,
VIT_06s0004g00030,S-adenosyl-L-methionine:salicylic acid carboxyl methyltransferase,SAMTBSCMT,,vv10360Phenylalanine_metabolism,
VIT_06s0004g00040,Pur alpha-1 (purin-rich alpha 1),,,,
VIT_06s0004g00050,Kinesin family member C3,K10406,,vv44810Regulation_of_actin_cytoskeleton,
VIT_06s0004g00060,Unknown protein,,,,
VIT_06s0004g00070,Alpha-expansin 10 precursor,EXPA10,,vv30003Auxin_signaling,
VIT_06s0004g00080,EMB1011 (embryo defective 1011),EMB1011,,vv50109Incompletely_characterized_transport_systems,
VIT_06s0004g00090,EMB1011 (embryo defective 1011),EMB1011,,vv50109Incompletely_characterized_transport_systems,
VIT_06s0004g00100,Unknown protein,,,,
VIT_06s0004g00110,Unknown protein,,,,
VIT_06s0004g00120,Zinc finger (C3HC4-type ring finger),ZFC3HC4_41,,vv60078Other_zf-C3HC4,
VIT_06s0004g00130,Pyruvate kinase,E2_7_1_40,,vv10010Glycolysis,vv10230Purine_metabolism
VIT_06s0004g00140,Protein kinase C substrate 80K-H,K08288,,vv24141Protein_processing_in_endoplasmic_reticulum,
VIT_06s0004g00150,MYR1 (MYB-related protein 1),MYR1_4,,vv60029G2-like,
VIT_06s0004g00160,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_06s0004g00170,Antitermination NusB domain-containing,K03625,,,
VIT_06s0004g00180,Transcription initiation factor TFIID-2 (TFIID-2),K03128,,vv23022Basal_transcription_factors,
VIT_06s0004g00190,3-methyl-2-oxobutanoate dehydrogenase,E1_2_4_4,,vv10280Valine_leucine_and_isoleucine_degradation,
VIT_06s0004g00200,Splicing factor YT521-B,,,,
VIT_06s0004g00210,Subtilisin protease,,,,
VIT_06s0004g00220,Protein kinase APK1B,,,,
VIT_06s0004g00230,WRKY DNA-binding protein 48,WRKY48_2,VvWRKY15,vv60066WRKY,
VIT_06s0004g00240,Chaperonin GroEL,K04077,,vv23018RNA_degradation,
VIT_06s0004g00250,PUMILIO 12 (APUM12),,,,
VIT_06s0004g00260,Shoot1 protein,,,,
VIT_06s0004g00270,Ent-kaurenoic acid 13-hydroxylase,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
VIT_06s0004g00280,Ent-kaurenoic acid 13-hydroxylase,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
VIT_06s0004g00290,Ent-kaurenoic acid 13-hydroxylase,E1_14_13_79,,vv10904Diterpenoid_biosynthesis,
VIT_06s0004g00300,Hcr2-p4.1,,,,
VIT_06s0004g00310,Hcr2-p4.1,,,,
VIT_06s0004g00320,No hit,,,,
VIT_06s0004g00330,Hcr2-p4.1,,,,
VIT_06s0004g00340,Hcr2-p4.1,,,,
VIT_06s0004g00350,Hcr2-p4.1,,,,
VIT_06s0004g00360,Ribosomal protein L4/L1 (RPL4A) 60S,K02926,,vv23010Ribosome,
VIT_06s0004g00370,Hcr2-p4.1,,,,
VIT_06s0004g00380,Unknown protein,,,,
VIT_06s0004g00390,Holocarboxylase synthetase,E6_3_4_9,,vv10780Biotin_metabolism,
VIT_06s0004g00400,Lysyl-tRNA synthetase,E6_1_1_6,,vv10300Lysine_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
VIT_06s0004g00410,Carboxyl-terminal peptidase,,,,
VIT_06s0004g00420,Calpain-type cysteine protease,,,,
VIT_06s0004g00430,Unknown protein,,,,
VIT_06s0004g00440,No hit,,,,
VIT_06s0004g00450,Unknown protein,,,,
VIT_06s0004g00460,Elongation factor P (EF-P),K02356,,,
VIT_06s0004g00470,Dicarboxylate/tricarboxylate carrier (DTC),DTC,,vv50123Porters_cat_18_to_29,
VIT_06s0004g00480,Tubulin alpha,K07374,,vv44145Phagosome,vv44810Regulation_of_actin_cytoskeleton
VIT_06s0004g00490,Ethylene-responsive transcription factor related to APETALA2 11,RAP2_11_4,VvERF050,vv30008Ethylene_signaling,vv60003AP2_EREBP
VIT_06s0004g00500,Armadillo helical,,,,
VIT_06s0004g00510,No hit,,,,
VIT_06s0004g00520,No hit,,,,
VIT_06s0004g00530,Origin recognition complex 1b protein,K02603_2,,vv44110Cell_cycle,vv60048PHD
VIT_06s0004g00540,No hit,,,,
VIT_06s0004g00550,No hit,,,,
VIT_06s0004g00560,Peptidyl-tRNA hydrolase,E3_1_1_29,,,
VIT_06s0004g00570,Myb domain protein 5,MYB5_1,MYB5B,vv60044MYB,
VIT_06s0004g00580,Hydrolase  alpha/beta fold family protein,,,,
VIT_06s0004g00590,Lysine decarboxylase,E4_1_1_18,,vv10300Lysine_biosynthesis,
VIT_06s0004g00600,SUB1 (short under blue light 1),,,,
VIT_06s0004g00610,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00620,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00630,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00640,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00650,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00660,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00670,Accelerated cell death 1 ACD1,ACD1,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_06s0004g00680,Unknown protein,,,,
VIT_06s0004g00690,Calmodulin-binding region IQ,,,,
VIT_06s0004g00700,Transcription initiation factor TFIID subunit D6,K03132,,vv23022Basal_transcription_factors,
VIT_06s0004g00710,Pre-mRNA splicing factor cwc22,,,,
VIT_06s0004g00720,Glucan endo-1 3-beta-glucosidase 4 precursor,E3_2_1_39,,vv10500Starch_and_sucrose_metabolism,
VIT_06s0004g00730,Ubiquitin-conjugating enzyme E2 D/E,K06689,,vv24120Ubiquitin_mediated_proteolysis,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_06s0004g00740,Acyl-CoA synthetases (Acyl-activating enzyme 18),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
VIT_06s0004g00750,Acyl-CoA synthetases (Acyl-activating enzyme 18),E6_2_1_3,,vv10071Fatty_acid_metabolism,vv50104Group_translocators
VIT_06s0004g00760,Leucoanthocyanidin dioxygenase-like protein,E1_14_11_19,,vv10941Flavonoid_biosynthesis,
VIT_06s0004g00770,Leucoanthocyanidin dioxygenase-like protein,E1_14_11_19,,vv10941Flavonoid_biosynthesis,
VIT_06s0004g00780,Adenosylhomocysteinase,E3_3_1_1,,vv10271Methionine_metabolism,vv10450Selenoamino_acid_metabolism
VIT_06s0004g00790,Amino acid permease,AAPREL,,vv50123Porters_cat_18_to_29,
VIT_06s0004g00800,Amino acid permease,AAPREL,,vv50123Porters_cat_18_to_29,
VIT_06s0004g00810,Unknown protein,,,,
VIT_06s0004g00820,Ribosomal protein S2; Squalene/phytoene synthase,K02967,,vv23010Ribosome,
VIT_06s0004g00830,Serine/threonine protein phosphatase PP2A-4 catalytic subunit (PP2A4),K04382,,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway
VIT_06s0004g00840,DEAD box RNA helicase,DEADBOX,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
VIT_06s0004g00850,DEAD box RNA helicase,DEADBOX,,vv23040Spliceosome,vv50133Primary_active_transporter_cat_A9_to_A18
VIT_06s0004g00860,Kelch-like protein 2/3,K10443,,vv44110Cell_cycle,
VIT_06s0004g00870,Unknown protein,,,,
VIT_06s0004g00880,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
VIT_06s0004g00890,Unknown protein,,,,
VIT_06s0004g00900,C-myc binding protein  prefoldin,,,,
VIT_06s0004g00910,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,
VIT_06s0004g00920,Phosphatidylinositol glycan  class V,K07542,,vv10563Glycosylphosphatidylinositol-anchor_biosynthesis,
VIT_06s0004g00930,Splicing factor I,,,,
VIT_06s0004g00940,Carbamoyl-phosphate synthase  large subunit,E6_3_5_5,,vv10240Pyrimidine_metabolism,vv10251Glutamate_metabolism
VIT_06s0004g00950,HUB2 (histone mono-ubiquitination 2),HUB2,,vv60078Other_zf-C3HC4,
VIT_06s0004g00960,Unknown,,,,
VIT_06s0004g00970,Dirigent protein,,,,
VIT_06s0004g00980,Dirigent protein pDIR9,,,,
VIT_06s0004g00990,Dirigent protein,,,,
VIT_06s0004g01000,Dirigent protein,,,,
VIT_06s0004g01010,Dirigent protein pDIR9,,,,
VIT_06s0004g01020,Dirigent protein,,,,
VIT_06s0004g01030,Dirigent protein,,,,
VIT_06s0004g01040,Serine/threonine-protein phosphatase,K04460,,,
VIT_06s0004g01050,Calcineurin phosphoesterase,,,,
VIT_06s0004g01060,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_06s0004g01070,No hit,,,,
VIT_06s0004g01080,Chromomethylase,,,,
VIT_06s0004g01090,Protein kinase,,,,
VIT_06s0004g01100,Embryo sac development arrest 3,EDA3,,,
VIT_06s0004g01110,Cation efflux family protein MTPc3,MTPC3,,vv50121Porters_cat_1_to_6,
VIT_06s0004g01120,YqeH GTP binding,,,,
VIT_06s0004g01130,Seven in absentia SINA2,K04506,,vv24120Ubiquitin_mediated_proteolysis,
VIT_06s0004g01140,GRIK1 (geminivirus rep  interacting  kinase 1),,,,
VIT_06s0004g01150,No hit,,,,
VIT_06s0004g01160,10-formyltetrahydrofolate synthetase,E6_3_4_3,,vv10630Glyoxylate_and_dicarboxylate_metabolism,vv10670One_carbon_pool_by_folate
VIT_06s0004g01170,No hit,,,,
VIT_06s0004g01180,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
VIT_06s0004g01190,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
VIT_06s0004g01200,Beta-1 3-glucan synthase,E2_4_1_34,,vv10500Starch_and_sucrose_metabolism,
VIT_06s0004g01210,PRLI-interacting factor A,,,,
VIT_06s0004g01220,PAP/fibrillin family,K06825,,,
VIT_06s0004g01230,DC1 domain-containing protein,,,,
VIT_06s0004g01240,Peroxidase,E1_11_1_7,,vv10360Phenylalanine_metabolism,vv10680Methane_metabolism
VIT_06s0004g01250,Omega-6 fatty acid desaturase  endoplasmic reticulum (FAD2),K10256,,vv11040Biosynthesis_of_unsaturated_fatty_acids,
VIT_06s0004g01260,U-box protein,,,,
VIT_06s0004g01270,Callose synthase catalytic subunit,E2_4_1_34,,vv10500Starch_and_sucrose_metabolism,
VIT_06s0004g01280,No hit,,,,
VIT_06s0004g01290,KH domain and CCCH containing protein,KHCCCFAM_3,,vv60018C3H,
VIT_06s0004g01300,Proton-dependent oligopeptide transport (POT) family protein,POT,,vv50122Porters_cat_7_to_17,
VIT_06s0004g01310,Enoyl-[acyl-carrier-protein] reductase [NADH]  chloroplast precursor,E1_3_1_9,,vv10061Fatty_acid_biosynthesis,
VIT_06s0004g01320,Unknown protein,,,,
VIT_06s0004g01330,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_06s0004g01340,Esterase/lipase/thioesterase,,,,
VIT_06s0004g01350,Emsy N terminus domain-containing protein,,,,
VIT_06s0004g01360,Selenoprotein O,,,,
VIT_06s0004g01370,Lipoyltransferase,E2_3_1_181,,vv10061Fatty_acid_biosynthesis,
VIT_06s0004g01380,S-receptor kinase,,,,
VIT_06s0004g01390,S-receptor kinase,,,,
VIT_06s0004g01400,S-receptor kinase,,,,
VIT_06s0004g01410,S-receptor kinase,,,,
VIT_06s0004g01420,Glycosyl hydrolase family 1 protein,,,,
VIT_06s0004g01430,ABA glucosidase,ABAGLC,,vv11013ABA_biosynthesis,
VIT_06s0004g01440,ABA glucosidase,ABAGLC,,vv11013ABA_biosynthesis,
VIT_06s0004g01450,Lipoxygenase (LOX2),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01460,Lipoxygenase LOX2,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01470,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01480,Lipoxygenase LOX1,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01490,Transposase AC,,,,
VIT_06s0004g01500,Lipoxygenase (LOX2),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01510,Lipoxygenase (LOX2),E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01520,Pentatricopeptide (PPR) repeat-containing,,,,
VIT_06s0004g01530,DNA topoisomerase 6 subunit B (TOP6B),E5_99_1_3,,,
VIT_06s0004g01540,Oxidoreductase,,,,
VIT_06s0004g01550,Phosphoribosylanthranilate transferase,E2_4_2_18,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_06s0004g01560,Unknown,,,,
VIT_06s0004g01570,No hit,,,,
VIT_06s0004g01580,Lipoxygenase,E1_13_11_12,,vv10592alpha-Linolenic_acid_metabolism,
VIT_06s0004g01590,No hit,,,,
VIT_06s0004g01600,No hit,,,,
VIT_06s0004g01610,Ethylene-insensitive33 (EIL3),EIL3,,vv30008Ethylene_signaling,vv60027EIL
VIT_06s0004g01620,No hit,,,,
VIT_06s0004g01630,Transcription factor jumonji (jmjC) domain-containing protein,JMJD5,,vv60038Jumonji,
VIT_06s0004g01640,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
VIT_06s0004g01650,Acetyl-CoA carboxylase  biotin carboxylase,E6_4_1_2,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
VIT_06s0004g01660,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
VIT_06s0004g01670,UDP-glucoronosyl and UDP-glucosyl transferase,,,,
VIT_06s0004g01680,Unknown protein,,,,
VIT_06s0004g01690,Histone H3,,,,
VIT_06s0004g01700,Ribosomal protein L6 60S,K02933,,vv23010Ribosome,
VIT_06s0004g01710,Histone H3,,,,
VIT_06s0004g01720,Unknown protein,,,,
VIT_06s0004g01730,Unknown protein,,,,
VIT_06s0004g01740,Basic helix-loop-helix (bHLH) family,BHLHDOM_27,,vv60011BHLH,
VIT_06s0004g01750,Polygalacturonase inhibitor protein,PGIP,,,
VIT_06s0004g01760,No hit,,,,
VIT_06s0004g01770,Acetyl-CoA carboxylase  biotin carboxylase,E6_4_1_2,,vv10061Fatty_acid_biosynthesis,vv10620Pyruvate_metabolism
VIT_06s0004g01780,Serine/threonine-protein kinase OXI1,,,,
VIT_06s0004g01790,Zf A20 and AN1 domain-containing stress-associated protein 5,SAP5_2,,vv60077Other_zf-AN1,
VIT_06s0004g01800,Ethylene-responsive transcription factor PLETHORA 2,PLETHORA2_1,VvAP2-03,vv30008Ethylene_signaling,vv60003AP2_EREBP
VIT_06s0004g01810,MSF1,,,,
VIT_06s0004g01820,Zf A20 and AN1 domain-containing stress-associated protein 2,SAP2_3,,vv60077Other_zf-AN1,
VIT_06s0004g01830,NIMA-related protein kinase,K08857,,,
VIT_06s0004g01840,Cytochrome c-type biogenesis protein,,,,
VIT_06s0004g01850,Cytochrome c-type biogenesis protein,,,,
VIT_06s0004g01860,Zinc transporter ZIP3,ZIP3,,vv50121Porters_cat_1_to_6,
VIT_06s0004g01870,No transmitting tract,NTT_2,,vv60017C2H2,
VIT_06s0004g01880,OEP80 (outer envelope protein of 80 kda),OEP80,,vv50101Channels_and_pores,
VIT_06s0004g01890,Cu2+-exporting ATPase HMA5 (heavy metal ATPase 5),K01533_HMA5,,vv50131Primary_active_transporter_cat_A2_to_A4,
VIT_06s0004g01900,Homeodomain-like,,,,
VIT_06s0004g01910,ADP ATP carrier protein,K05863,,vv50123Porters_cat_18_to_29,
VIT_06s0004g01920,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_06s0004g01930,Zinc finger (C3HC4-type ring finger)BIG BROTHER,BIGBROTHER_2,,vv60078Other_zf-C3HC4,
VIT_06s0004g01940,No hit,,,,
VIT_06s0004g01950,No hit,,,,
VIT_06s0004g01960,No hit,,,,
VIT_06s0004g01970,No hit,,,,
VIT_06s0004g01980,No hit,,,,
VIT_06s0004g01990,No hit,,,,
VIT_06s0004g02000,Polyprotein,,,,
VIT_06s0004g02010,No hit,,,,
VIT_06s0004g02020,No hit,,,,
VIT_06s0004g02030,Xanthine dehydrogenase/oxidase,E1_17_1_4,,vv10230Purine_metabolism,vv44146Peroxisome
VIT_06s0004g02040,RNA-binding protein 45 (RBP45),,,,
VIT_06s0004g02050,Origin recognition complex subunit 1 protein,K02603_3,,vv44110Cell_cycle,vv60048PHD
VIT_06s0004g02060,Aldehyde dehydrogenase 3B1,E1_2_1_3,vv10561Glycerolipid_metabolism,vv10010Glycolysis,vv10071Fatty_acid_metabolism
VIT_06s0004g02070,GTP-binding protein engA,ENGA,,,
VIT_06s0004g02080,TRNA-specific 2-thiouridylase,K00566,,vv24122Sulfur_relay_system,
VIT_06s0004g02090,Nucleolar GTP-binding protein NOG1,K06943,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_06s0004g02100,3-beta-hydroxysteroid-delta-isomerase,E5_3_3_5,,vv10100Biosynthesis_of_steroids,
VIT_06s0004g02110,Myb domain protein 83,MYB83,MYB185,vv60044MYB,
VIT_06s0004g02120,Oxoglutarate/malate translocator,DIT1,,vv50124Porters_cat_30_to_64,
VIT_06s0004g02130,No hit,,,,
VIT_06s0004g02140,MATE efflux family protein,MATE,,vv50125Porters_cat_66_to_94,
VIT_06s0004g02150,No hit,,,,
VIT_06s0004g02160,Zinc finger (CCCH-type) family protein,CCCHFAM_28,,vv60018C3H,
VIT_06s0004g02170,Histidinol-phosphate aminotransferase,E2_6_1_9,,vv10340Histidine_metabolism,vv10350Tyrosine_metabolism
VIT_06s0004g02180,Histidinol-phosphate aminotransferase,E2_6_1_9,,vv10340Histidine_metabolism,vv10350Tyrosine_metabolism
VIT_06s0004g02190,Armadillo/beta-catenin repeat,,,,
VIT_06s0004g02200,Unknown protein,,,,
VIT_06s0004g02210,No hit,,,,
VIT_06s0004g02220,Heterogeneous nuclear ribonucleoprotein,,,,
VIT_06s0004g02230,Unknown protein,,,,
VIT_06s0004g02240,No hit,,,,
VIT_06s0004g02250,Unknown protein,,,,
VIT_06s0004g02260,No hit,,,,
VIT_06s0004g02270,Nuclear transcription factor Y subunit A-1,NFYA1_2,,vv60021CCAAT,
VIT_06s0004g02280,Translocation protein SEC62,K12275,,vv23060Protein_export,vv24141Protein_processing_in_endoplasmic_reticulum
VIT_06s0004g02290,Unknown,,,,
VIT_06s0004g02300,Calcium-dependent protein kinase 19,CDPK19,,vv34626Plant-pathogen_interaction,
VIT_06s0004g02310,No hit,,,,
VIT_06s0004g02320,Unknown protein,,,,
VIT_06s0004g02330,Sulfite reductase,E1_8_7_1,,vv10450Selenoamino_acid_metabolism,vv10920Sulfur_metabolism
VIT_06s0004g02340,NAC domain containing protein 47,NAC047_2,VvNAC43,vv60046NAC,
VIT_06s0004g02350,NAC domain-containing protein 25,NAC025_2,,vv60046NAC,
VIT_06s0004g02360,Myosin-related,MYOSINR,,vv44810Regulation_of_actin_cytoskeleton,
